streetname,num_of_uplifts,maintenance_suggestion,repair_priority,surface_type,length_ft,area_sy,sci_2023,sw_id,avg_width,num_of_distresses,bufferwidth_avg,num_crack_minor,num_crack_moderate,num_crack_severe,num_grass_present,num_surface_distortion_minor,num_surface_distortion_mod,num_surface_distortion_severe,num_uplift_general_minor,num_uplift_general_moderate,num_uplift_general_severe,num_uplift_tree_minor,num_uplift_tree_moderate,num_uplift_tree_severe,num_utility_hazard_present,avg_stress_lvl_Dummy
MARINE ST,22,Reconstruction,83.79016611,Concrete,262,141.9199982,25,8257,4.875,30,,4,2,0,0,0,2,0,17,5,0,0,0,0,0,
E EWING AVE,8,Reconstruction,68.45027377,Concrete,115,71.87999725,35,8258,5.625,9,,1,0,0,0,0,0,0,7,1,0,0,0,0,0,
W EWING AVE,40,Reconstruction,70.94480321,Concrete,291,185.9199982,13,8259,5.75,40,,0,0,0,0,0,0,0,36,4,0,0,0,0,0,
UNDEFINED,4,Defer Maintenance,52.64989351,Concrete,481,340.7099915,68,8260,6.375,24,,5,0,0,0,15,0,0,3,1,0,0,0,0,0,
DR MARTIN LUTHER KING JR BLVD N,1,Defer Maintenance,41.26312936,Concrete,256,135.1100006,87,8261,4.75,5,,1,0,0,0,3,0,0,1,0,0,0,0,0,0,
E WAYNE ST N,73,Reconstruction,77.02942192,Concrete,642,347.75,11,8262,4.875,102,,13,2,1,0,10,2,1,40,25,5,1,2,0,0,
E WAYNE ST N,42,Reconstruction,85.07465499,Concrete,392,245,10,8263,5.625,56,,3,4,0,0,3,4,0,21,14,5,2,0,0,0,
S TWYCKENHAM DR,30,Reconstruction,63.56836505,Concrete,515,321.8800049,16,8264,5.625,65,,5,7,7,0,2,7,7,0,16,8,1,2,3,0,
S TWYCKENHAM DR,16,Reconstruction,63.47376073,Concrete,275,175.6900024,35,8265,5.75,40,,5,8,0,0,3,8,0,7,0,0,9,0,0,0,
WALL ST,29,Reconstruction,57.96487654,Concrete,681,501.2900085,54,8266,6.625,30,,0,0,0,0,1,0,0,25,2,1,1,0,0,0,
PHILLIPA ST,3,Reconstruction,76.03849576,Concrete,104,57.77999878,60,8267,5,4,,0,0,0,0,1,0,0,2,1,0,0,0,0,0,
S BROOKFIELD ST,16,Reconstruction,90.80931552,Concrete,168,105,12,8268,5.625,27,,6,0,0,2,3,0,0,7,8,1,0,0,0,0,
S BROOKFIELD ST,14,Reconstruction,91.76626338,Concrete,121,65.54000092,13,8269,4.875,22,,4,0,0,2,2,0,0,11,2,1,0,0,0,0,
S BROOKFIELD ST,15,Reconstruction,88.98229239,Concrete,140,87.5,18,8270,5.625,37,,15,0,0,0,7,0,0,14,1,0,0,0,0,0,
S GERTRUDE ST,19,Reconstruction,66.56959046,Concrete,459,280.5,59,8271,5.5,39,,11,0,0,1,8,0,0,16,0,0,3,0,0,0,
S OLIVE ST,13,Reconstruction,48.65985723,Concrete,593,321.2099915,56,8272,4.875,30,,5,3,0,3,3,3,0,2,6,3,0,0,2,0,
W SAMPLE ST,5,Defer Maintenance,36.22977106,Concrete,654,708.5,89,8273,9.75,7,,0,0,0,0,2,0,0,4,1,0,0,0,0,0,
OHIO ST,24,Reconstruction,85.80626416,Concrete,217,135.6199951,23,8274,5.625,24,,0,0,0,0,0,0,0,24,0,0,0,0,0,0,
OHIO ST,12,Reconstruction,83.81883188,Concrete,284,272.1700134,19,8275,8.625,74,,30,5,0,0,22,5,0,10,2,0,0,0,0,0,
S MAIN ST,7,Defer Maintenance,54.43965601,Concrete,518,316.5599976,62,8276,5.5,9,,1,0,0,0,1,0,0,0,3,4,0,0,0,0,
S MAIN ST,5,Defer Maintenance,47.13220777,Concrete,615,683.3300171,75,8277,10,18,,10,2,0,0,0,1,0,0,3,2,0,0,0,0,
BARBIE ST,3,Defer Maintenance,59.9337089,Concrete,354,344.1700134,73,8278,8.75,6,,1,1,0,0,0,1,0,0,1,2,0,0,0,0,
BARBIE ST,3,Defer Maintenance,59.88019461,Concrete,448,280,82,8279,5.625,4,,0,0,0,1,0,0,0,0,2,1,0,0,0,0,
W CHIPPEWA AVE,1,Defer Maintenance,62.9154834,Concrete,118,75.38999939,81,8280,5.75,2,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
W CHIPPEWA AVE,7,Defer Maintenance,41.134024,Concrete,976,596.4400024,82,8281,5.5,22,,0,1,0,13,0,1,0,1,5,1,0,0,0,0,
S MAIN ST,16,Reconstruction,57.77452515,Concrete,615,358.75,45,8282,5.25,20,,1,0,0,3,0,0,0,1,10,5,0,0,0,0,
S MAIN ST,8,Reconstruction,55.33861587,Concrete,531,479.3800049,58,8283,8.125,15,,3,1,1,0,0,1,1,0,4,4,0,0,0,0,
S MAIN ST,2,Reconstruction,71.90239538,Concrete,83,74.93000031,43,8284,8.125,4,,2,0,0,0,0,0,0,0,1,1,0,0,0,0,
W WALTER ST,4,Reconstruction,75.01092898,Concrete,188,122.7200012,57,8285,5.875,6,,2,0,0,0,0,0,0,0,4,0,0,0,0,0,
W WALTER ST,0,Defer Maintenance,62.04938341,Concrete,182,116.2799988,94,8286,5.75,3,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
W WALTER ST,1,Reconstruction,89.81686977,Concrete,275,145.1399994,1,8287,4.75,92,,0,29,16,1,0,29,16,0,1,0,0,0,0,0,
S LAFAYETTE BLVD,7,Defer Maintenance,56.23587378,Concrete,704,459.5599976,74,8288,5.875,13,,1,0,0,5,0,0,0,0,5,2,0,0,0,0,
BARBIE ST,3,Defer Maintenance,61.34077492,Concrete,383,223.4199982,82,8289,5.25,7,,0,0,0,4,0,0,0,0,3,0,0,0,0,0,
S LAFAYETTE BLVD,0,Defer Maintenance,53.23359073,Concrete,463,282.9400024,100,8290,5.5,0,,,,,,,,,,,,,,,,
S LAFAYETTE BLVD,2,Defer Maintenance,45.81251276,Concrete,507,415.4599915,87,8291,7.375,8,,5,0,0,0,1,0,0,0,1,1,0,0,0,0,
S LAFAYETTE BLVD,8,Defer Maintenance,45.74537069,Concrete,714,416.5,73,8292,5.25,10,,2,0,0,0,0,0,0,0,7,1,0,0,0,0,
W IRELAND RD,2,Reconstruction,69.76436449,Concrete,68,65.16999817,35,8293,8.625,4,,2,0,0,0,0,0,0,0,1,1,0,0,0,0,
S MICHIGAN ST,14,Reconstruction,46.44773057,Concrete,593,321.2099915,48,8294,4.875,22,,7,0,0,0,1,0,0,0,9,4,0,0,0,1,
N LAFAYETTE BLVD,28,Reconstruction,64.69969024,Concrete,450,768.75,29,8295,15.375,97,,37,5,0,0,27,0,0,24,1,0,2,0,0,1,
N MEADE ST,3,Defer Maintenance,55.11398228,Concrete,231,128.3300018,64,8296,5,14,,4,0,0,6,1,0,0,1,0,2,0,0,0,0,
LINDEN AVE,0,Reconstruction,94.46299709,Concrete,142,86.77999878,0,8297,5.5,62,,5,2,0,34,0,0,21,0,0,0,0,0,0,0,
N WALNUT ST,16,Reconstruction,57.03794385,Concrete,565,298.1900024,45,8298,4.75,74,,17,11,1,16,11,0,2,3,4,2,0,4,3,0,
THOMAS ST,19,Reconstruction,79.10903932,Concrete,572,429,9,8299,6.75,111,,15,18,20,0,8,12,19,3,10,5,0,0,1,0,
MCPHERSON ST,0,Reconstruction,92.15733591,Concrete,330,169.5800018,0,8300,4.625,0,,,,,,,,,,,,,,,,
MCPHERSON ST,8,Reconstruction,82.89411173,Concrete,330,247.5,21,8301,6.75,49,,3,11,5,5,1,11,5,8,0,0,0,0,0,0,
NAPIER ST,19,Reconstruction,76.70037346,Concrete,575,471.1799927,10,8302,7.375,166,,10,43,5,42,2,41,4,13,6,0,0,0,0,0,
S ARNOLD ST,0,Reconstruction,94.23262548,Concrete,244,159.2799988,0,8303,5.875,0,,,,,,,,,,,,,,,,
S ARNOLD ST,6,Reconstruction,87.63746924,Concrete,243,138.3800049,14,8304,5.125,45,,7,13,3,0,0,13,3,6,0,0,0,0,0,0,
HANCOCK ST,2,Defer Maintenance,60.45671931,Concrete,322,205.7200012,89,8305,5.75,3,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,
S WALNUT ST,47,Reconstruction,66.1732662,Concrete,490,279.0299988,26,8306,5.125,59,,3,0,0,4,5,0,0,44,3,0,0,0,0,0,
S WALNUT ST,5,Reconstruction,67.61448071,Concrete,126,70,52,8307,5,5,,0,0,0,0,0,0,0,2,2,0,0,1,0,0,
S WALNUT ST,4,Reconstruction,70.53819428,Concrete,126,64.75,42,8308,4.625,23,,0,0,0,19,0,0,0,1,2,0,0,1,0,0,
FORD ST,0,Reconstruction,90.13030888,Concrete,192,96,0,8309,4.5,0,,,,,,,,,,,,,,,,
FORD ST,0,Reconstruction,92.88127413,Concrete,78,0,0,8310,,0,,,,,,,,,,,,,,,,
N MAIN ST,0,Defer Maintenance,40.32335907,Concrete,554,353.9400024,100,8311,5.75,0,,,,,,,,,,,,,,,,
N MICHIGAN ST,29,Reconstruction,45.97404034,Concrete,624,728,43,8312,10.5,64,,16,0,0,0,19,0,0,22,2,3,2,0,0,0,
PARK LN,4,Defer Maintenance,65.96737841,Concrete,246,143.5,78,8313,5.25,10,,3,0,0,0,3,0,0,4,0,0,0,0,0,0,
ALLEN ST,0,Reconstruction,96.27320736,Concrete,149,0,0,8314,,7,,2,0,0,3,1,1,0,0,0,0,0,0,0,0,
W SAMPLE ST,2,Reconstruction,74.13140786,Concrete,372,310,43,8315,7.5,46,,11,8,0,10,7,8,0,1,0,1,0,0,0,0,
W SAMPLE ST,6,Reconstruction,77.13440816,Concrete,276,180.1699982,44,8316,5.875,17,,3,0,0,6,2,0,0,0,2,4,0,0,0,0,
CHAPIN ST,19,Reconstruction,55.36038873,Concrete,720,510,21,8317,6.375,106,,10,30,7,1,2,30,7,17,1,0,0,0,0,1,
S SCOTT ST,16,Reconstruction,67.41886543,Concrete,687,391.2099915,39,8318,5.125,61,,18,11,0,2,6,8,0,1,6,9,0,0,0,0,
LINCOLN WAY E,1,Defer Maintenance,47.19197067,Concrete,145,92.63999939,78,8319,5.75,4,,0,0,0,0,3,0,0,1,0,0,0,0,0,0,
S IRONWOOD DR,13,Defer Maintenance,43.39008539,Concrete,440,281.1099853,67,8320,5.75,21,,5,0,0,0,3,0,0,13,0,0,0,0,0,0,
S TWYCKENHAM DR,32,Reconstruction,70.44569308,Concrete,349,213.2799988,0,8321,5.5,144,,2,22,26,1,10,25,26,15,7,3,5,1,0,1,
CARROLL ST,9,Reconstruction,71.05502903,Concrete,294,163.3300018,59,8322,5,25,,13,0,0,0,3,0,0,8,1,0,0,0,0,0,
KING ST,7,Reconstruction,95.13661827,Concrete,101,54.70999908,3,8323,4.875,41,,5,8,6,7,5,3,0,0,5,2,0,0,0,0,
PRAST BLVD,8,Reconstruction,89.08244021,Concrete,102,56.66999817,22,8324,5,20,,6,0,0,6,0,0,0,5,3,0,0,0,0,0,
PRAST BLVD,28,Reconstruction,87.64449588,Concrete,259,151.0800018,13,8325,5.25,44,,9,2,0,3,2,0,0,21,4,3,0,0,0,0,
FREDRICKSON ST,15,Reconstruction,88.41379118,Concrete,146,87.19000244,21,8326,5.375,19,,2,0,0,0,2,0,0,13,2,0,0,0,0,0,
VAN BUREN ST,3,Reconstruction,89.70162318,Asphalt,41,26.19000053,26,8327,5.75,4,,0,0,0,0,1,0,0,2,1,0,0,0,0,0,
LINDSEY AVE,14,Reconstruction,85.57488354,Concrete,176,97.77999878,24,8328,5,48,,20,3,0,0,11,0,0,8,0,0,4,1,1,0,
LINCOLN WAY W,0,Defer Maintenance,38.61003861,Concrete,181,128.2100067,100,8329,6.375,0,,,,,,,,,,,,,,,,
W MARION ST,2,Defer Maintenance,48.10370734,Concrete,199,140.9600067,87,8330,6.375,2,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
LINCOLN WAY E,0,Defer Maintenance,46.93532819,Concrete,58,34.63999939,100,8331,5.375,0,,,,,,,,,,,,,,,,
MC KINLEY HWY,6,Reconstruction,63.90131585,Concrete,231,137.9600067,40,8332,5.375,8,,0,0,0,0,2,0,0,0,3,3,0,0,0,0,
MC KINLEY HWY,2,Reconstruction,72.45478881,Concrete,32,17.78000069,30,8333,5,3,,1,0,0,0,0,0,0,0,2,0,0,0,0,0,
E MADISON ST,32,Reconstruction,89.9826036,Concrete,282,109.6699982,5,8334,3.5,43,,2,1,3,0,1,1,3,0,11,2,0,6,13,0,
N COQUILLARD DR,4,Reconstruction,94.32034905,Concrete,42,23.32999992,13,8335,5,4,,0,0,0,0,0,0,0,1,1,1,0,1,0,0,
BADER AVE,9,Reconstruction,89.56421472,Concrete,88,50.11000061,22,8336,5.125,16,,3,2,0,0,0,2,0,9,0,0,0,0,0,0,
BADER AVE,13,Reconstruction,98.07730274,Concrete,49,29.26000023,1,8337,5.375,14,,1,0,0,0,0,0,0,5,7,0,0,1,0,0,
CORBY BLVD,25,Reconstruction,59.30792478,Concrete,470,287.2200012,50,8338,5.5,25,,0,0,0,0,0,0,0,21,2,0,2,0,0,0,
CORBY BLVD,2,Defer Maintenance,55.48567684,Concrete,158,94.36000061,84,8339,5.375,3,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,
CORBY BLVD,4,Defer Maintenance,53.16687414,Concrete,297,210.3800049,81,8340,6.375,4,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,
CORBY BLVD,1,Defer Maintenance,49.97146796,Concrete,240,133.3300018,94,8341,5,2,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
CORBY BLVD,6,Defer Maintenance,59.9122035,Concrete,309,184.5399933,61,8342,5.375,7,,1,0,0,0,0,0,0,1,2,2,0,1,0,0,
CORBY BLVD,10,Reconstruction,67.24633594,Concrete,267,163.1699982,43,8343,5.5,10,,0,0,0,0,0,0,0,1,2,3,1,2,1,0,
CORBY BLVD,5,Defer Maintenance,54.34007955,Concrete,349,203.5800018,74,8344,5.25,6,,0,0,0,1,0,0,0,0,4,0,1,0,0,0,
CORBY BLVD,0,Defer Maintenance,47.92471042,Concrete,239,149.3800049,100,8345,5.625,0,,,,,,,,,,,,,,,,
CORBY BLVD,0,Defer Maintenance,53.16119691,Concrete,22,13.75,100,8346,5.625,0,,,,,,,,,,,,,,,,
ROCKNE DR,1,Defer Maintenance,60.68795406,Concrete,49,27.89999962,77,8347,5.125,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
ROCKNE DR,0,Defer Maintenance,60.05571467,Concrete,16,8.89000034,81,8348,5,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
N IRONWOOD DR,0,Defer Maintenance,42.68822394,Concrete,12,6.67000008,100,8349,5,0,,,,,,,,,,,,,,,,
CORBY BLVD,0,Defer Maintenance,53.28185328,Concrete,17,9.43999958,100,8350,5,0,,,,,,,,,,,,,,,,
ROCKNE DR,4,Reconstruction,75.15046488,Concrete,52,31.78000069,36,8351,5.5,4,,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
ROCKNE DR,1,Defer Maintenance,53.25772201,Concrete,18,10,100,8352,5,0,,,,,,,,,,,,,,,,
BISSELL ST,0,Defer Maintenance,63.77895753,Concrete,26,12.42000008,100,8353,4.3,0,,,,,,,,,,,,,,,,
BISSELL ST,0,Defer Maintenance,63.75482625,Concrete,27,14.61999989,100,8354,4.875,0,,,,,,,,,,,,,,,,
N JACOB ST,5,Reconstruction,73.11548729,Concrete,228,123.5,59,8355,4.875,12,,5,0,0,0,2,0,0,1,2,1,0,0,1,0,
CHALFANT ST,2,Defer Maintenance,52.95231855,Concrete,556,301.1700134,94,8356,4.875,5,,3,0,0,0,0,0,0,1,0,0,0,0,0,1,
N JACOB ST,0,Defer Maintenance,46.57335907,Concrete,739,420.8200073,100,8357,5.125,0,,,,,,,,,,,,,,,,
N JACOB ST,1,Defer Maintenance,60.78447915,Concrete,267,144.6199951,92,8358,4.875,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
CHALFANT ST,0,Defer Maintenance,64.21332046,Concrete,8,4.32999992,100,8359,4.875,0,,,,,,,,,,,,,,,,
N JACOB ST,0,Defer Maintenance,58.54992317,Concrete,256,138.6699982,99,8360,4.875,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
BISSELL ST,0,Defer Maintenance,64.18918919,Concrete,9,6,100,8361,6,0,,,,,,,,,,,,,,,,
CHALFANT ST,0,Defer Maintenance,64.14092664,Concrete,11,6.11000013,100,8362,5,0,,,,,,,,,,,,,,,,
CHALFANT ST,0,Defer Maintenance,64.04440154,Concrete,15,8.32999992,100,8363,5,0,,,,,,,,,,,,,,,,
N JACOB ST,0,Defer Maintenance,58.22876448,Concrete,256,149.3300018,100,8364,5.25,0,,,,,,,,,,,,,,,,
CHALFANT ST,0,Defer Maintenance,64.26158301,Concrete,6,3.32999992,100,8365,5,0,,,,,,,,,,,,,,,,
CHALFANT ST,0,Defer Maintenance,64.23745174,Concrete,7,4.28000021,100,8366,5.5,0,,,,,,,,,,,,,,,,
N JACOB ST,5,Defer Maintenance,61.27760812,Concrete,359,194.4600067,84,8367,4.875,5,,0,0,0,0,0,0,0,5,0,0,0,0,0,0,
N JACOB ST,0,Defer Maintenance,64.14092664,Concrete,11,6.11000013,100,8368,5,0,,,,,,,,,,,,,,,,
CORBY BLVD,0,Defer Maintenance,53.42664093,Concrete,11,6.11000013,100,8369,5,0,,,,,,,,,,,,,,,,
HOWARD ST,3,Defer Maintenance,70.60895909,Concrete,181,103.0699997,70,8370,5.125,4,,1,0,0,0,0,0,0,1,2,0,0,0,0,0,
N JACOB ST,1,Defer Maintenance,56.64617838,Concrete,363,221.8300018,97,8371,5.5,2,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
N JACOB ST,0,Defer Maintenance,64.04440154,Concrete,15,7.92000008,100,8372,4.75,0,,,,,,,,,,,,,,,,
CORBY BLVD,0,Defer Maintenance,53.40250965,Concrete,12,6.67000008,100,8373,5,0,,,,,,,,,,,,,,,,
N JACOB ST,0,Defer Maintenance,63.97200772,Concrete,18,10,100,8374,5,0,,,,,,,,,,,,,,,,
WALSH ST,0,Defer Maintenance,57.92336102,Concrete,350,247.9199982,94,8375,6.375,5,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
WALSH ST,3,Defer Maintenance,70.97575445,Concrete,151,98.56999969,71,8376,5.875,4,,1,0,0,0,0,0,0,2,1,0,0,0,0,0,
N EDDY ST,3,Defer Maintenance,55.78753051,Concrete,218,127.1699982,79,8377,5.25,4,,1,0,0,0,0,0,0,2,1,0,0,0,0,0,
N EDDY ST,0,Defer Maintenance,53.96498108,Concrete,76,44.33000183,94,8378,5.25,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
N EDDY ST,0,Defer Maintenance,47.99710425,Concrete,14,9.32999992,100,8379,6,0,,,,,,,,,,,,,,,,
N EDDY ST,0,Defer Maintenance,53.52316602,Concrete,7,4.67000008,100,8380,6,0,,,,,,,,,,,,,,,,
ST VINCENT ST,5,Reconstruction,75.65409733,Concrete,182,103.6399994,55,8381,5.125,12,,7,0,0,0,0,0,0,1,3,0,0,0,1,0,
ST VINCENT ST,0,Defer Maintenance,63.996139,Concrete,17,11.32999992,100,8382,6,0,,,,,,,,,,,,,,,,
W BARTLETT ST,2,Defer Maintenance,67.76629499,Concrete,136,107.6699982,81,8383,7.125,4,,0,0,0,0,2,0,0,1,0,0,1,0,0,0,
N MICHIGAN ST,3,Defer Maintenance,49.35193245,Concrete,128,103.1100006,73,8384,7.25,5,,1,0,0,0,1,0,0,3,0,0,0,0,0,0,
N MICHIGAN ST,2,Defer Maintenance,44.05447954,Concrete,130,151.6699982,88,8385,10.5,2,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,
W BARTLETT ST,0,Defer Maintenance,64.14092664,Concrete,11,13.43999958,100,8386,11,0,,,,,,,,,,,,,,,,
W BARTLETT ST,0,Defer Maintenance,64.14092664,Concrete,11,13.43999958,100,8387,11,0,,,,,,,,,,,,,,,,
UNDEFINED,1,Defer Maintenance,42.71235521,Concrete,11,13.43999958,100,8388,11,0,,,,,,,,,,,,,,,,
N FRANCES ST,0,Defer Maintenance,62.78957529,Concrete,67,40.93999863,100,8389,5.5,0,,,,,,,,,,,,,,,,
CAMPEAU ST,1,Defer Maintenance,48.3858305,Concrete,322,196.7799988,93,8390,5.5,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
LEEPER AVE,15,Reconstruction,84.58947658,Concrete,282,148.8300018,20,8391,4.75,44,,6,4,5,1,4,4,5,10,5,0,0,0,0,0,
N EDDY ST,0,Defer Maintenance,41.98841699,Concrete,41,26.19000053,100,8392,5.75,0,,,,,,,,,,,,,,,,
N MICHIGAN ST,0,Defer Maintenance,41.76420888,Concrete,108,102,96,8393,8.5,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
UNDEFINED,0,Defer Maintenance,51.93795406,Concrete,12,13.32999992,74,8394,10,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
E BARTLETT ST,0,Defer Maintenance,64.14092664,Concrete,11,13.43999958,100,8395,11,0,,,,,,,,,,,,,,,,
UNDEFINED,0,Defer Maintenance,42.63996139,Concrete,14,9.32999992,100,8396,6,0,,,,,,,,,,,,,,,,
UNDEFINED,0,Defer Maintenance,42.71235521,Concrete,11,7.32999992,100,8397,6,0,,,,,,,,,,,,,,,,
E BARTLETT ST,1,Defer Maintenance,59.79992317,Concrete,293,203.4700012,93,8398,6.25,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
N MICHIGAN ST,0,Defer Maintenance,39.21332046,Concrete,156,108.3300018,100,8399,6.25,0,,,,,,,,,,,,,,,,
E BARTLETT ST,0,Defer Maintenance,64.14092664,Concrete,11,12.82999992,100,8400,10.5,0,,,,,,,,,,,,,,,,
PORTAGE AVE,1,Defer Maintenance,46.33949846,Concrete,170,184.1699982,94,8401,9.75,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
RIBOURDE DR,2,Defer Maintenance,66.56193167,Concrete,143,71.5,84,8402,4.5,3,,1,0,0,0,0,0,0,2,0,0,0,0,0,0,
BENT OAK LN,0,Defer Maintenance,64.18918919,Concrete,9,6,100,8403,6,0,,,,,,,,,,,,,,,,
OAKWOOD PARK DR,11,Reconstruction,76.97649115,Concrete,290,173.1900024,44,8404,5.375,12,,1,0,0,0,0,0,0,5,5,1,0,0,0,0,
E DONMOYER AVE,31,Reconstruction,63.35338397,Concrete,481,280.5799866,34,8405,5.25,64,,8,11,1,0,1,11,1,29,0,0,2,0,0,0,
DALE AVE,18,Reconstruction,93.94198039,Concrete,124,70.61000061,6,8406,5.125,29,,1,2,3,0,0,2,3,13,3,1,0,1,0,0,
RIDGEDALE RD,59,Reconstruction,67.83470138,Concrete,825,481.25,12,8407,5.25,76,,5,5,1,0,0,5,1,0,3,9,3,18,26,0,
RIDGEDALE RD,15,Reconstruction,82.47132208,Concrete,222,129.5,17,8408,5.25,24,,3,3,0,0,0,3,0,3,6,4,0,0,2,0,
GOODSON CT,10,Reconstruction,85.74572323,Concrete,147,85.75,28,8409,5.25,23,,6,1,1,0,3,1,1,9,1,0,0,0,0,0,
N IRONWOOD DR,26,Defer Maintenance,37.38260166,Concrete,708,432.6700134,64,8410,5.5,38,,1,2,0,0,7,2,0,21,0,0,4,1,0,0,
N IRONWOOD DR,16,Reconstruction,54.37151707,Concrete,343,190.5599976,42,8411,5,29,,1,2,0,0,7,3,0,12,2,1,1,0,0,0,
ROBINSON ST,13,Reconstruction,87.90190424,Concrete,311,138.2200012,0,8412,4,131,,3,16,39,5,0,16,39,2,9,1,0,0,0,1,
RANDOLPH ST,19,Reconstruction,71.57498809,Concrete,385,224.5800018,52,8413,5.25,19,,0,0,0,0,0,0,0,19,0,0,0,0,0,0,
ROBINSON ST,7,Reconstruction,96.1013708,Concrete,92,40.88999939,0,8414,4,50,,2,0,16,9,0,0,16,2,4,0,1,0,0,0,
LEER ST,0,Defer Maintenance,64.16505792,Concrete,10,6.11000013,100,8415,5.5,0,,,,,,,,,,,,,,,,
LEER ST,3,Defer Maintenance,64.16505792,Concrete,10,5.55999994,100,8416,5,0,,,,,,,,,,,,,,,,
DALE AVE,47,Reconstruction,74.30145736,Concrete,560,342.2200012,27,8417,5.5,74,,7,2,0,10,6,2,0,39,6,1,1,0,0,0,
DALE AVE,3,Reconstruction,94.0085511,Concrete,124,72.33000183,4,8418,5.25,47,,12,10,0,0,12,10,0,2,1,0,0,0,0,0,
S VERNON ST,4,Reconstruction,95.60874026,Concrete,117,71.5,1,8419,5.5,37,,0,4,12,1,0,4,12,3,1,0,0,0,0,0,
LINCOLN WAY E,12,Reconstruction,64.95839939,Concrete,311,233.25,12,8420,6.75,54,,2,9,8,0,6,9,8,12,0,0,0,0,0,0,
LINCOLN WAY E,16,Defer Maintenance,34.40437694,Concrete,716,358,72,8421,4.5,36,,12,0,0,0,8,0,0,16,0,0,0,0,0,0,
NORTHSIDE BLVD,8,Reconstruction,70.09822705,Concrete,137,79.91999817,44,8422,5.25,8,,0,0,0,0,0,0,0,1,2,0,3,2,0,0,
NORTHSIDE BLVD,16,Reconstruction,84.12495259,Concrete,149,91.05999756,2,8423,5.5,27,,1,4,1,0,0,4,1,0,7,9,0,0,0,0,
W WASHINGTON ST,0,Defer Maintenance,58.49420849,Concrete,23,15.32999992,100,8424,6,0,,,,,,,,,,,,,,,,
CHAPIN ST,1,Reconstruction,68.0335139,Concrete,11,7.32999992,44,8425,6,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
W JEFFERSON BLVD,0,Defer Maintenance,57.86679537,Concrete,271,150.5599976,100,8426,5,0,,,,,,,,,,,,,,,,
WAKEWA AVE,0,Defer Maintenance,62.93436293,Concrete,61,37.27999878,100,8427,5.5,0,,,,,,,,,,,,,,,,
LEER ST,0,Defer Maintenance,63.85135135,Concrete,23,15.32999992,100,8428,6,0,,,,,,,,,,,,,,,,
LEER ST,0,Defer Maintenance,63.87548263,Concrete,22,14.67000008,100,8429,6,0,,,,,,,,,,,,,,,,
S TWYCKENHAM DR,,Reconstruction,33.75965251,Concrete,12,7.17000008,,8430,5.375,,,,,,,,,,,,,,,,,
MAC ARTHUR AVE,0,Defer Maintenance,64.11679537,Concrete,12,6.67000008,100,8431,5,0,,,,,,,,,,,,,,,,
ROCKNE DR,0,Reconstruction,74.94733669,Concrete,19,10.56000042,39,8432,5,2,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
MAC ARTHUR AVE,3,Defer Maintenance,64.11679537,Concrete,12,6.67000008,100,8433,5,0,,,,,,,,,,,,,,,,
ROCKNE DR,4,Defer Maintenance,53.40250965,Concrete,12,6.67000008,100,8434,5,0,,,,,,,,,,,,,,,,
ROCKNE DR,1,Defer Maintenance,53.40250965,Concrete,12,6.67000008,100,8435,5,0,,,,,,,,,,,,,,,,
MISHAWAKA AVE,0,Defer Maintenance,53.40250965,Concrete,12,7.82999992,100,8436,5.875,0,,,,,,,,,,,,,,,,
MISHAWAKA AVE,0,Reconstruction,73.35467259,Concrete,11,7.17999983,44,8437,5.875,2,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
KERSLAKE CT,4,Reconstruction,97.21510508,Concrete,58,29,2,8438,4.5,22,,1,8,0,0,1,8,0,1,2,0,0,0,1,0,
S IRONWOOD DR,7,Reconstruction,61.40784406,Concrete,130,75.83000183,38,8439,5.25,16,,3,3,0,0,0,3,0,7,0,0,0,0,0,0,
S 26TH ST,0,Defer Maintenance,63.87548263,Concrete,22,13.14000034,100,8440,5.375,0,,,,,,,,,,,,,,,,
S 26TH ST,1,Defer Maintenance,63.92374517,Concrete,20,10.82999992,100,8441,4.875,0,,,,,,,,,,,,,,,,
