streetname,num_of_uplifts,maintenance_suggestion,repair_priority,surface_type,length_ft,area_sy,sci_2023,sw_id,avg_width,num_of_distresses,bufferwidth_avg,num_crack_minor,num_crack_moderate,num_crack_severe,num_grass_present,num_surface_distortion_minor,num_surface_distortion_mod,num_surface_distortion_severe,num_uplift_general_minor,num_uplift_general_moderate,num_uplift_general_severe,num_uplift_tree_minor,num_uplift_tree_moderate,num_uplift_tree_severe,num_utility_hazard_present,avg_stress_lvl_Dummy
S 33RD ST,9,Reconstruction,78.66788073,Concrete,177,105.7099991,47,8442,5.375,11,,2,0,0,0,0,0,0,8,1,0,0,0,0,0,
S 35TH ST,16,Reconstruction,93.10576184,Concrete,138,78.58000183,8,8443,5.125,23,,0,1,2,1,0,1,2,8,5,2,1,0,0,0,
S 34TH ST,1,Defer Maintenance,68.37135174,Concrete,71,42.40000153,84,8444,5.375,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
S 36TH ST,7,Reconstruction,89.17463748,Concrete,82,48.97000122,24,8445,5.375,11,,0,2,0,0,0,2,0,6,1,0,0,0,0,0,
ST VINCENT ST,2,Defer Maintenance,70.50980812,Asphalt,157,102.4899979,72,8446,5.875,3,,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
N LAWRENCE ST,9,Reconstruction,80.64707069,Concrete,166,99.13999939,42,8447,5.375,13,,2,1,0,0,0,1,0,5,0,0,1,1,2,0,
N LAWRENCE ST,5,Reconstruction,92.19942279,Concrete,84,50.16999817,16,8448,5.375,5,,0,0,0,0,0,0,0,0,0,0,2,0,3,0,
MACKEY DR,8,Defer Maintenance,57.68027338,Concrete,548,327.2799988,81,8449,5.375,8,,0,0,0,0,0,0,0,7,1,0,0,0,0,0,
MACKEY DR,1,Defer Maintenance,60.11100386,Concrete,178,108.7799988,100,8450,5.5,0,,,,,,,,,,,,,,,,
MACKEY CT,3,Defer Maintenance,66.11791622,Concrete,191,116.7200012,82,8451,5.5,3,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
MACKEY CT,0,Defer Maintenance,66.19953707,Concrete,87,53.16999817,89,8452,5.5,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
SLATER DR,3,Defer Maintenance,70.51285948,Concrete,108,75,75,8453,6.25,6,,2,0,0,1,0,0,0,1,0,0,2,0,0,0,
STADIUM DR,4,Defer Maintenance,65.86737646,Concrete,228,139.3300018,80,8454,5.5,5,,1,0,0,0,0,0,0,4,0,0,0,0,0,0,
MACKEY CT,0,Defer Maintenance,64.11679537,Concrete,12,7.32999992,100,8455,5.5,0,,,,,,,,,,,,,,,,
LUTZ DR,0,Defer Maintenance,62.13803089,Concrete,94,56.13999939,100,8456,5.375,0,,,,,,,,,,,,,,,,
LUTZ DR,0,Defer Maintenance,62.33108108,Concrete,86,51.36000061,100,8457,5.375,0,,,,,,,,,,,,,,,,
LUTZ DR,0,Defer Maintenance,62.08976834,Concrete,96,57.33000183,100,8458,5.375,0,,,,,,,,,,,,,,,,
UNDEFINED,0,Defer Maintenance,41.90899653,Concrete,102,60.91999817,96,8459,5.375,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
LUTZ DR,1,Defer Maintenance,66.42899692,Concrete,150,91.66999817,84,8460,5.5,2,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
VAWTER CIR,1,Defer Maintenance,75.42251004,Concrete,60,36.66999817,65,8461,5.5,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
LUTZ DR,0,Defer Maintenance,59.50772201,Concrete,203,132.5099945,100,8462,5.875,0,,,,,,,,,,,,,,,,
SLATER DR,1,Defer Maintenance,66.91382278,Concrete,87,60.41999817,87,8463,6.25,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
KEADY CT,0,Defer Maintenance,60.20752896,Concrete,174,77.33000183,100,8464,4,0,,,,,,,,,,,,,,,,
KEADY CT,0,Defer Maintenance,61.87258687,Concrete,105,58.33000183,100,8465,5,0,,,,,,,,,,,,,,,,
PULLING ST,1,Defer Maintenance,66.61282009,Concrete,169,100.9300003,82,8466,5.375,4,,1,0,0,0,2,0,0,0,1,0,0,0,0,0,
PULLING ST,0,Defer Maintenance,67.50787761,Concrete,89,53.15000153,85,8467,5.375,3,,2,0,0,0,1,0,0,0,0,0,0,0,0,0,
S BOXWOOD DR,5,Reconstruction,82.94266604,Concrete,142,80.86000061,38,8468,5.125,5,,0,0,0,0,0,0,0,1,3,1,0,0,0,0,
S BOXWOOD DR,2,Defer Maintenance,64.62177723,Concrete,179,101.9300003,87,8469,5.125,3,,1,0,0,0,0,0,0,2,0,0,0,0,0,0,
DICE CT,0,Defer Maintenance,66.80764518,Concrete,47,29.37999916,90,8470,5.625,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
PULLING ST,3,Defer Maintenance,62.44031005,Concrete,299,178.5700073,85,8471,5.375,3,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,
PULLING ST,2,Defer Maintenance,64.02069576,Concrete,235,140.3500061,85,8472,5.375,2,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
PULLING ST,2,Defer Maintenance,64.82668031,Concrete,172,100.3300018,87,8473,5.25,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
HILDEBRAND ST,3,Defer Maintenance,71.46540657,Concrete,147,83.70999908,70,8474,5.125,3,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,
S BOXWOOD DR,0,Defer Maintenance,58.78378378,Concrete,233,142.3899994,100,8475,5.5,0,,,,,,,,,,,,,,,,
BUCKHORN DR,1,Defer Maintenance,68.81054093,Concrete,112,66.88999939,80,8476,5.375,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
YELLOW WOOD DR,4,Reconstruction,83.99698997,Concrete,85,49.58000183,39,8477,5.25,4,,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
S BOXWOOD DR,0,Defer Maintenance,62.33108108,Concrete,86,54.93999863,100,8478,5.75,0,,,,,,,,,,,,,,,,
FOREST TRL,0,Defer Maintenance,62.54606217,Concrete,120,76.66999817,97,8479,5.75,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
FOREST EDGE DR,1,Defer Maintenance,59.71787684,Concrete,252,157.5,96,8480,5.625,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
LAKE TRAIL NORTH,1,Defer Maintenance,66.13459537,Concrete,103,61.50999832,88,8481,5.375,2,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
LAKE TRAIL NORTH,0,Defer Maintenance,63.75482625,Concrete,27,16.12000084,100,8482,5.375,0,,,,,,,,,,,,,,,,
FOREST EDGE DR,2,Defer Maintenance,71.91644865,Concrete,115,71.87999725,71,8483,5.625,2,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
FOREST COVE CT,1,Defer Maintenance,65.65679614,Concrete,108,69,89,8484,5.75,2,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
FOREST TRL,2,Defer Maintenance,71.56895831,Concrete,85,49.58000183,74,8485,5.25,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
FOREST EDGE DR,4,Defer Maintenance,71.0025116,Concrete,178,103.8300018,69,8486,5.25,5,,1,0,0,0,0,0,0,3,1,0,0,0,0,0,
LAKE TRAIL NORTH,5,Defer Maintenance,70.59710619,Concrete,180,112.5,70,8487,5.625,5,,0,0,0,0,0,0,0,5,0,0,0,0,0,0,
RIDGE TRL,1,Defer Maintenance,52.66189228,Concrete,500,326.3900147,99,8488,5.875,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
ALFTON CT,1,Defer Maintenance,67.34335946,Concrete,84,52.5,86,8489,5.625,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
ALFTON CT,2,Reconstruction,78.2581475,Concrete,89,55.61999893,55,8490,5.625,2,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
DEER HOLLOW DR,1,Defer Maintenance,65.77042588,Concrete,161,105.0999985,85,8491,5.875,3,,2,0,0,0,0,0,0,0,1,0,0,0,0,0,
DEER HOLLOW DR,1,Defer Maintenance,55.06579267,Concrete,427,266.8800049,97,8492,5.625,3,,2,0,0,0,0,0,0,1,0,0,0,0,0,0,
DEER HOLLOW DR,13,Defer Maintenance,66.83958112,Concrete,454,283.75,61,8493,5.625,15,,1,0,0,0,1,0,0,9,4,0,0,0,0,0,
RUNNING DEER DR,10,Defer Maintenance,63.30328574,Concrete,460,287.5,71,8494,5.625,10,,0,0,0,0,0,0,0,8,2,0,0,0,0,0,
RED FAWN CT,1,Defer Maintenance,71.62907375,Concrete,84,54.83000183,74,8495,5.875,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
RED FAWN CT,2,Defer Maintenance,58.28050388,Concrete,350,218.75,93,8496,5.625,5,,3,0,0,0,0,0,0,2,0,0,0,0,0,0,
ST CHARLES AVE,0,Defer Maintenance,65.7796529,Concrete,60,38.33000183,92,8497,5.75,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
BALBOA PARK AVE,7,Reconstruction,73.30768651,Concrete,226,144.3899994,59,8498,5.75,8,,1,0,0,0,0,0,0,5,2,0,0,0,0,0,
BALBOA PARK CT,2,Defer Maintenance,61.52552201,Concrete,294,179.6699982,88,8499,5.5,2,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
ST CHARLES AVE,6,Defer Maintenance,66.52899886,Concrete,316,206.2799988,72,8500,5.875,7,,1,0,0,0,0,0,0,4,2,0,0,0,0,0,
ROYAL ST,0,Defer Maintenance,63.05501931,Asphalt,56,32.66999817,100,8501,5.25,0,,,,,,,,,,,,,,,,
DEER HOLLOW DR,2,Defer Maintenance,72.41837916,Concrete,109,69.63999939,70,8502,5.75,2,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
RUNNING DEER DR,6,Defer Maintenance,59.2273008,Concrete,438,255.5,84,8503,5.25,9,,3,0,0,0,0,0,0,6,0,0,0,0,0,0,
W SAMPLE ST,7,Defer Maintenance,41.93298192,Concrete,601,300.5,75,8504,4.5,23,,8,0,0,2,6,0,0,3,3,1,0,0,0,0,
IGNITION DR,0,Defer Maintenance,45.02938302,Concrete,800,488.8900147,100,8505,5.5,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
IGNITION DR,0,Defer Maintenance,51.56853282,Concrete,532,347.2799988,100,8506,5.875,0,,,,,,,,,,,,,,,,
IGNITION DR,0,Defer Maintenance,52.80667993,Concrete,494,322.4700012,99,8507,5.875,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
COTTER ST,3,Defer Maintenance,63.00015561,Concrete,261,286.3800049,86,8508,9.875,3,,0,0,0,0,0,0,0,1,0,0,1,1,0,0,
STULL ST,8,Defer Maintenance,54.84988767,Concrete,649,585.9000244,82,8509,8.125,9,,1,0,0,0,0,0,0,1,4,0,2,0,1,0,
STULL ST,2,Defer Maintenance,60.63791661,Concrete,313,299.9599915,89,8510,8.625,4,,1,0,0,0,1,0,0,0,1,0,0,1,0,0,
FRANKLIN ST,3,Defer Maintenance,53.55517491,Concrete,534,326.3299866,94,8511,5.5,3,,0,0,0,0,0,0,0,1,0,0,1,1,0,0,
FRANKLIN ST,4,Defer Maintenance,55.14996645,Concrete,601,392.3200073,84,8512,5.875,13,,3,5,0,0,1,0,0,0,3,0,0,1,0,0,
FRANKLIN ST,2,Defer Maintenance,52.87687336,Concrete,534,311.5,96,8513,5.25,2,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
W SAMPLE ST,2,Reconstruction,93.30158379,Concrete,28,16.71999931,17,8514,5.375,2,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
W SAMPLE ST,1,Defer Maintenance,21.57115869,Concrete,930,1085,97,8515,10.5,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
CALIFORNIA AVE,0,Defer Maintenance,63.07915058,Concrete,55,32.84999847,100,8516,5.375,0,,,,,,,,,,,,,,,,
CORBY BLVD,16,Reconstruction,62.41653132,Concrete,325,203.1199951,52,8517,5.625,16,,0,0,0,0,0,0,0,16,0,0,0,0,0,0,
N IRONWOOD DR,9,Reconstruction,69.45456026,Concrete,100,62.5,18,8518,5.625,11,,2,0,0,0,0,0,0,0,2,0,3,3,1,0,
ROCKNE DR,2,Reconstruction,79.19749229,Concrete,16,10.22000027,27,8519,5.75,5,,1,0,0,2,0,0,0,2,0,0,0,0,0,0,
ROCKNE DR,9,Defer Maintenance,57.97510042,Concrete,296,189.1100006,67,8520,5.75,10,,0,0,0,0,1,0,0,9,0,0,0,0,0,0,
ROCKNE DR,1,Defer Maintenance,47.46401583,Concrete,301,171.3999939,97,8521,5.125,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
N IRONWOOD DR,5,Defer Maintenance,36.44915291,Concrete,454,245.9199982,87,8522,4.875,6,,1,0,0,0,0,0,0,5,0,0,0,0,0,0,
N IRONWOOD DR,0,Defer Maintenance,41.65057915,Concrete,55,31.31999969,100,8523,5.125,0,,,,,,,,,,,,,,,,
E MADISON ST,1,Reconstruction,88.86908814,Concrete,158,103.1399994,17,8524,5.875,38,,19,7,0,0,4,7,0,0,0,1,0,0,0,0,
W SAMPLE ST,0,Defer Maintenance,49.94251043,Concrete,34,27.86000061,78,8525,7.375,2,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
PRAIRIE AVE,15,Reconstruction,54.45363635,Concrete,430,250.8300018,37,8526,5.25,18,,2,0,0,0,1,0,0,0,11,3,0,0,1,0,
KEMBLE AVE,1,Reconstruction,82.00417222,Concrete,61,37.27999878,46,8527,5.5,6,,3,0,0,1,1,0,0,0,0,1,0,0,0,0,
EDWARD ST,0,Reconstruction,94.86684643,Concrete,96,52,5,8528,4.875,32,,6,8,0,4,6,8,0,0,0,0,0,0,0,0,
PRAIRIE AVE,8,Reconstruction,70.75615378,Concrete,139,84.94000244,9,8529,5.5,38,,8,4,0,7,7,4,0,0,4,4,0,0,0,0,
E BOWMAN ST,8,Reconstruction,90.36175029,Concrete,148,96.61000061,14,8530,5.875,33,,0,7,2,7,0,7,2,7,1,0,0,0,0,0,
E BOWMAN ST,5,Reconstruction,94.95471587,Concrete,60,37.5,9,8531,5.625,14,,0,3,1,0,1,3,1,5,0,0,0,0,0,0,
E CALVERT ST,0,Reconstruction,95.49120819,Concrete,119,69.41999817,2,8532,5.25,29,,0,3,10,3,0,3,10,0,0,0,0,0,0,0,
E EWING AVE,16,Reconstruction,76.20499548,Concrete,150,91.66999817,8,8533,5.5,38,,1,9,1,0,1,9,1,14,2,0,0,0,0,0,
E EWING AVE,5,Reconstruction,63.70784017,Concrete,94,57.43999863,50,8534,5.5,6,,1,0,0,0,0,0,0,5,0,0,0,0,0,0,
E EWING AVE,2,Reconstruction,67.61448071,Concrete,52,33.93999863,42,8535,5.875,5,,0,1,0,0,1,1,0,2,0,0,0,0,0,0,
E EWING AVE,0,Defer Maintenance,45.19787645,Concrete,130,84.86000061,100,8536,5.875,0,,,,,,,,,,,,,,,,
E EWING AVE,4,Reconstruction,73.49718691,Concrete,76,47.5,23,8537,5.625,14,,0,3,0,4,0,3,0,2,2,0,0,0,0,0,
E EWING AVE,4,Reconstruction,65.83579306,Concrete,68,42.5,46,8538,5.625,4,,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
E VICTORIA ST,1,Defer Maintenance,76.25042549,Concrete,39,25.45999908,64,8539,5.875,2,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
E VICTORIA ST,6,Reconstruction,78.38930735,Concrete,122,79.63999939,52,8540,5.875,6,,0,0,0,0,0,0,0,6,0,0,0,0,0,0,
CARROLL ST,0,Defer Maintenance,64.21332046,Concrete,8,5.21999979,100,8541,5.875,0,,,,,,,,,,,,,,,,
E IRVINGTON ST,6,Reconstruction,94.77777346,Concrete,113,61.20999908,4,8542,4.875,33,,1,12,1,0,0,12,1,2,0,0,3,1,0,0,
S ST JOSEPH ST,9,Reconstruction,91.18448693,Concrete,117,63.38000107,15,8543,4.875,21,,3,3,1,0,1,3,1,5,4,0,0,0,0,0,
E DONMOYER AVE,9,Reconstruction,75.10823211,Concrete,132,80.66999817,29,8544,5.5,21,,2,5,0,0,0,5,0,4,0,0,4,1,0,0,
E FARNEMAN AVE,5,Reconstruction,90.21668304,Concrete,101,53.31000137,20,8545,4.75,9,,1,1,0,0,1,1,0,0,1,3,0,1,0,0,
E FARNEMAN AVE,1,Reconstruction,79.10976873,Concrete,70,36.93999863,54,8546,4.75,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
JENNINGS ST,10,Reconstruction,84.60614357,Concrete,433,252.5800018,3,8547,5.25,111,,10,21,24,0,3,19,24,0,6,4,0,0,0,0,
S MICHIGAN ST,2,Defer Maintenance,42.07834094,Concrete,240,153.3300018,86,8548,5.75,3,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,
W CHIPPEWA AVE,0,Defer Maintenance,42.4469112,Concrete,22,14.67000008,100,8549,6,0,,,,,,,,,,,,,,,,
S MICHIGAN ST,0,Defer Maintenance,42.78474903,Concrete,8,5.55999994,100,8550,6.25,0,,,,,,,,,,,,,,,,
S MICHIGAN ST,0,Reconstruction,66.99849499,Concrete,8,8.89000034,32,8551,10,2,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
E CHIPPEWA AVE,27,Reconstruction,71.98514681,Concrete,396,275,34,8552,6.25,30,,0,0,1,0,1,0,1,23,3,1,0,0,0,0,
S MICHIGAN ST,2,Defer Maintenance,41.55405405,Concrete,59,39.33000183,100,8553,6,0,,,,,,,,,,,,,,,,
E CHIPPEWA AVE,5,Defer Maintenance,58.05984556,Concrete,41,28.46999931,100,8554,6.25,0,,,,,,,,,,,,,,,,
S MICHIGAN ST,1,Defer Maintenance,54.17251004,Concrete,23,22.04000092,67,8555,8.625,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
S MICHIGAN ST,10,Defer Maintenance,43.76000506,Concrete,481,267.2200012,64,8556,5,13,,3,0,0,0,0,0,0,1,6,1,1,1,0,0,
E CHIPPEWA AVE,0,Defer Maintenance,58.80791506,Concrete,10,6.94000006,100,8557,6.25,0,,,,,,,,,,,,,,,,
S MICHIGAN ST,0,Defer Maintenance,42.80888031,Concrete,7,4.67000008,100,8558,6,0,,,,,,,,,,,,,,,,
S MICHIGAN ST,0,Defer Maintenance,42.4469112,Concrete,22,14.67000008,100,8559,6,0,,,,,,,,,,,,,,,,
S MICHIGAN ST,7,Defer Maintenance,42.34463593,Concrete,445,259.5799866,71,8560,5.25,7,,0,0,0,0,0,0,0,0,4,1,0,2,0,0,
S MICHIGAN ST,0,Defer Maintenance,42.22972973,Concrete,31,20.67000008,100,8561,6,0,,,,,,,,,,,,,,,,
S MICHIGAN ST,0,Defer Maintenance,42.78474903,Concrete,8,5.32999992,100,8562,6,0,,,,,,,,,,,,,,,,
W CHIPPEWA AVE,2,Reconstruction,65.38169962,Concrete,75,43.75,32,8563,5.25,2,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
S MAIN ST,1,Defer Maintenance,55.7796529,Concrete,430,238.8899994,95,8564,5,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
W IRELAND RD,1,Defer Maintenance,49.46208533,Concrete,159,121.4599991,86,8565,6.875,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
W IRELAND RD,0,Defer Maintenance,46.08853321,Concrete,136,94.44000244,97,8566,6.25,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
S ST JOSEPH ST,5,Defer Maintenance,61.11919269,Concrete,478,265.5599976,76,8567,5,9,,4,0,0,0,0,0,0,1,3,1,0,0,0,0,
E CALLANDER ST,0,Defer Maintenance,63.65830116,Concrete,31,18.07999992,100,8568,5.25,0,,,,,,,,,,,,,,,,
S ST JOSEPH ST,1,Defer Maintenance,53.96583206,Concrete,588,343,89,8569,5.25,5,,0,0,1,0,2,0,1,0,0,1,0,0,0,0,
S ST JOSEPH ST,1,Reconstruction,79.69374556,Concrete,31,29.28000069,55,8570,8.5,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
FELLOWS ST,1,Defer Maintenance,42.07669977,Concrete,833,590.039978,71,8571,6.375,52,,47,2,0,0,0,2,0,0,0,1,0,0,0,0,
FELLOWS ST,5,Defer Maintenance,43.22052216,Concrete,830,495.6900024,68,8572,5.375,52,,43,2,0,0,0,2,0,0,1,4,0,0,0,0,
MIAMI ST,1,Defer Maintenance,59.83193206,Concrete,80,47.77999878,62,8573,5.375,4,,1,1,0,0,0,1,0,0,1,0,0,0,0,0,
S LAFAYETTE BLVD,2,Defer Maintenance,59.05270465,Concrete,170,141.6699982,73,8574,7.5,5,,2,0,0,1,0,0,0,0,2,0,0,0,0,0,
W IRELAND RD,0,Defer Maintenance,47.90057915,Concrete,18,15.5,100,8575,7.75,0,,,,,,,,,,,,,,,,
E IRELAND RD,9,Reconstruction,66.45703053,Concrete,242,157.9700012,32,8576,5.875,9,,0,0,0,0,0,0,0,1,5,3,0,0,0,0,
E IRELAND RD,0,Defer Maintenance,46.52509653,Concrete,75,45.83000183,100,8577,5.5,0,,,,,,,,,,,,,,,,
MIAMI ST,1,Defer Maintenance,51.93220388,Concrete,135,71.25,80,8578,4.75,8,,0,0,0,6,1,0,0,1,0,0,0,0,0,0,
BYRON DR,52,Reconstruction,84.41629062,Concrete,410,210.6900024,7,8579,4.625,92,,33,1,0,0,5,1,0,27,20,4,1,0,0,0,
BYRON DR,2,Reconstruction,87.12397761,Concrete,62,31.86000061,32,8580,4.625,2,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
BYRON DR,23,Reconstruction,81.53310786,Concrete,342,237.5,24,8581,6.25,49,,6,9,1,0,0,9,1,8,2,3,4,3,3,0,
BYRON DR,2,Defer Maintenance,68.86668109,Concrete,120,83.33000183,79,8582,6.25,4,,1,0,0,0,1,0,0,2,0,0,0,0,0,0,
BYRON DR,29,Reconstruction,95.50036227,Concrete,120,73.33000183,1,8583,5.5,38,,5,2,0,0,0,2,0,15,12,2,0,0,0,0,
BYRON DR,5,Reconstruction,97.55209194,Concrete,50,30.55999947,2,8584,5.5,18,,3,5,0,0,0,5,0,3,0,2,0,0,0,0,
E OAKSIDE ST,1,Defer Maintenance,64.59239421,Concrete,124,74.05999756,91,8585,5.375,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
E OAKSIDE ST,4,Reconstruction,83.78065948,Concrete,88,52.56000137,39,8586,5.375,8,,0,2,0,0,0,2,0,3,1,0,0,0,0,0,
E OAKSIDE ST,4,Reconstruction,86.98926797,Concrete,35,20.89999962,34,8587,5.375,4,,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
E OAKSIDE ST,1,Defer Maintenance,73.40513552,Concrete,40,23.88999939,72,8588,5.375,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
E OAKSIDE ST,2,Reconstruction,82.03710503,Concrete,36,21.5,48,8589,5.375,2,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
E OAKSIDE ST,0,Defer Maintenance,75.00525174,Concrete,61,36.43000031,66,8590,5.375,2,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
E OAKSIDE ST,1,Defer Maintenance,71.35880348,Concrete,36,21.5,78,8591,5.375,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
MARIETTA ST,7,Reconstruction,84.05503876,Concrete,310,310,19,8592,9,50,,14,11,3,0,1,11,3,0,4,3,0,0,0,0,
MARIETTA ST,1,Reconstruction,85.04606217,Concrete,46,35.77999878,39,8593,7,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
E DAYTON ST,0,Defer Maintenance,64.14092664,Concrete,11,6.11000013,100,8594,5,0,,,,,,,,,,,,,,,,
E DAYTON ST,4,Reconstruction,95.79718302,Concrete,40,24.44000053,9,8595,5.5,4,,0,0,0,0,0,0,0,1,0,0,0,2,1,0,
MILTON ST,0,Reconstruction,93.62252366,Concrete,186,116.25,2,8596,5.625,36,,0,3,15,0,0,3,15,0,0,0,0,0,0,0,
MILTON ST,0,Reconstruction,95.65637066,Concrete,185,120.7600021,0,8597,5.875,0,,,,,,,,,,,,,,,,
E DAYTON ST,2,Defer Maintenance,74.82227955,Concrete,110,59.58000183,63,8598,4.875,4,,2,0,0,0,0,0,0,0,1,0,0,0,1,0,
E DAYTON ST,2,Defer Maintenance,63.88598611,Concrete,208,124.2200012,87,8599,5.375,4,,2,0,0,0,0,0,0,1,0,0,0,1,0,0,
E DUBAIL AVE,17,Reconstruction,84.77479504,Concrete,208,112.6699982,27,8600,4.875,19,,2,0,0,0,0,0,0,10,5,0,1,1,0,0,
E DAYTON ST,2,Reconstruction,75.39702936,Concrete,172,105.1100006,57,8601,5.5,6,,0,0,2,0,0,0,2,0,2,0,0,0,0,0,
E DAYTON ST,0,Defer Maintenance,70.71208533,Concrete,48,29.32999992,79,8602,5.5,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
CARROLL ST,0,Defer Maintenance,63.77895753,Concrete,26,15.89000034,100,8603,5.5,0,,,,,,,,,,,,,,,,
E DAYTON ST,0,Defer Maintenance,63.1515444,Concrete,52,31.78000069,100,8604,5.5,0,,,,,,,,,,,,,,,,
E DAYTON ST,0,Defer Maintenance,62.08976834,Concrete,96,66.66999817,100,8605,6.25,0,,,,,,,,,,,,,,,,
RUSH ST,16,Reconstruction,92.85259621,Concrete,147,81.66999817,8,8606,5,24,,4,0,0,0,4,0,0,3,11,1,1,0,0,0,
HANEY AVE,1,Defer Maintenance,76.09861121,Concrete,29,18.93000031,65,8607,5.875,3,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,
CARROLL ST,1,Defer Maintenance,74.87011661,Concrete,37,23.12000084,68,8608,5.625,2,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
E INDIANA AVE,18,Reconstruction,76.65873637,Concrete,192,114.6699982,20,8609,5.375,27,,5,0,2,0,0,0,2,15,2,1,0,0,0,0,
S ST JOSEPH ST,3,Defer Maintenance,69.95301392,Concrete,146,101.3899994,74,8610,6.25,6,,0,0,0,0,3,0,0,2,0,0,1,0,0,0,
E INDIANA AVE,4,Reconstruction,75.04428727,Concrete,86,54.93999863,34,8611,5.75,4,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,
E CALVERT ST,0,Reconstruction,95.95758002,Concrete,110,65.69000244,1,8612,5.375,32,,2,5,10,0,0,5,10,0,0,0,0,0,0,0,
CARROLL ST,0,Defer Maintenance,61.56150618,Concrete,146,101.3899994,98,8613,6.25,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
E BOWMAN ST,0,Reconstruction,78.98691197,Concrete,44,27.5,56,8614,5.625,2,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
E BROADWAY ST,0,Reconstruction,79.60545063,Concrete,144,92,46,8615,5.75,17,,8,0,0,0,9,0,0,0,0,0,0,0,0,0,
E DAYTON ST,0,Defer Maintenance,62.57239382,Concrete,76,45.38999939,100,8616,5.375,0,,,,,,,,,,,,,,,,
FELLOWS ST,2,Defer Maintenance,71.53339963,Concrete,156,123.5,69,8617,7.125,5,,1,1,0,0,0,1,0,0,2,0,0,0,0,0,
FELLOWS ST,7,Reconstruction,78.70606528,Concrete,134,128.4199982,50,8618,8.625,9,,1,0,0,0,1,0,0,7,0,0,0,0,0,0,
FELLOWS ST,8,Reconstruction,73.81486876,Concrete,202,193.5800018,59,8619,8.625,10,,0,0,0,0,2,0,0,8,0,0,0,0,0,0,
FELLOWS ST,8,Reconstruction,76.31174445,Concrete,205,196.4600067,51,8620,8.625,18,,3,2,0,0,3,2,0,8,0,0,0,0,0,0,
